epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,eta_1,eta_2,epoch_warmup
1,0.1632534632595574,0.1632534632595574,0.0,60.37881716273676,0.0,,,False
2,0.13476313196304368,0.13476313196304368,0.0,63.509856977193664,0.0,,,False
3,0.1278741446937003,0.1278741446937003,0.0,66.33165829145729,0.0,,,False
4,0.12319918176749857,0.12319918176749857,0.0,66.02241979126401,0.0,,,False
5,0.1286779654825606,0.1286779654825606,0.0,66.21569385388482,0.0,,,False
6,0.12173464003859497,0.12173464003859497,0.0,70.42906841901817,0.0,,,False
7,0.1090595283341117,0.1090595283341117,0.0,70.9702357943564,0.0,,,False
8,0.11698901180813952,0.11698901180813952,0.0,69.38538848086587,0.0,,,False
9,0.10976954676756044,0.10976954676756044,0.0,69.61731735601083,0.0,,,False
10,0.10862751668546258,0.10862751668546258,0.0,70.62234248163897,0.0,,,False
11,0.10744002352400524,0.10744002352400524,0.0,72.70970235794357,0.0,,,False
12,0.09901067396489585,0.09901067396489585,0.0,70.35175879396985,0.0,,,False
13,0.10292805767640835,0.10292805767640835,0.0,71.66602241979126,0.0,,,False
14,0.09745477185380168,0.09745477185380168,0.0,73.44414379590259,0.0,,,False
15,0.09544795251837591,0.09544795251837591,0.0,71.6273676072671,0.0,,,False
16,0.09458872048956592,0.09458872048956592,0.0,75.91805179744878,0.0,,,False
17,0.08302226644463656,0.08302226644463656,0.0,76.42056436026286,0.0,,,False
18,0.08278469823119117,0.08278469823119117,0.0,76.80711248550445,0.0,,,False
19,0.08986345651309664,0.08986345651309664,0.0,78.0827212988017,0.0,,,False
20,0.08968753258629543,0.08968753258629543,0.0,75.26091998453808,0.0,,,False
21,0.08373094967952589,0.08373094967952589,0.0,75.9953614224971,0.0,,,False
22,0.07651488655587523,0.07651488655587523,0.0,76.92307692307692,0.0,,,False
23,0.0783756183596646,0.0783756183596646,0.0,78.39195979899498,0.0,,,False
24,0.07077218837490896,0.07077218837490896,0.0,79.59025898724391,0.0,,,False
25,0.06682557003890596,0.06682557003890596,0.0,79.126401236954,0.0,,,False
26,0.0678453151045776,0.0678453151045776,0.0,82.75995361422497,0.0,,,False
27,0.0620363257007628,0.0620363257007628,0.0,80.13142636258215,0.0,,,False
28,0.057382836665322144,0.057382836665322144,0.0,83.57170467723232,0.0,,,False
29,0.05958690294405309,0.05958690294405309,0.0,82.21878623888674,0.0,,,False
30,0.058550100728142554,0.058550100728142554,0.0,82.41206030150754,0.0,,,False
31,0.05314313761163049,0.05314313761163049,0.0,83.68766911480479,0.0,,,False
32,0.05701450276665571,0.05701450276665571,0.0,83.91959798994975,0.0,,,False
33,0.04499881582834372,0.04499881582834372,0.0,84.03556242752222,0.0,,,False
34,0.04663442447781563,0.04663442447781563,0.0,84.92462311557789,0.0,,,False
35,0.04761673732683426,0.04761673732683426,0.0,84.15152686509471,0.0,,,False
36,0.044746739108388014,0.044746739108388014,0.0,85.3884808658678,0.0,,,False
37,0.04194149011518897,0.04194149011518897,0.0,86.4321608040201,0.0,,,False
38,0.05398436599388355,0.05398436599388355,0.0,84.30614611519134,0.0,,,False
39,0.03443403925928401,0.03443403925928401,0.0,88.86741399304213,0.0,,,False
40,0.02977089140927646,0.02977089140927646,0.0,88.40355624275222,0.0,,,False
41,0.030030296115977007,0.030030296115977007,0.0,89.7564746810978,0.0,,,False
42,0.024322302512279372,0.024322302512279372,0.0,91.18670274449168,0.0,,,False
43,0.02252871966807217,0.02252871966807217,0.0,92.07576343254735,0.0,,,False
44,0.024560867876904768,0.024560867876904768,0.0,91.41863161963664,0.0,,,False
45,0.022746220390062508,0.022746220390062508,0.0,91.26401236954001,0.0,,,False
46,0.028549679986587386,0.028549679986587386,0.0,89.563200618477,0.0,,,False
47,0.020242810919426563,0.020242810919426563,0.0,91.8438345574024,0.0,,,False
48,0.01917303402385697,0.01917303402385697,0.0,92.8875144955547,0.0,,,False
49,0.030074755161455493,0.030074755161455493,0.0,89.17665249323541,0.0,,,False
50,0.019840372794466776,0.019840372794466776,0.0,91.6505604947816,0.0,,,False
