epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,target_f1,ot_topk_loss,entropy_loss,ot_loss,align_loss,ot_match_loss,epoch_warmup
62,0.006594809059820631,0.0015710852269822842,0.00036144256591796875,99.81617647058823,83.60097323600974,0.6332159414854787,0.028504708727054736,0.04193030670285225,0.027447633664397633,0.008297946934095201,2.1606183508993126e-05,False
63,0.007923630997538567,0.0020294035923999376,0.00045511301826028265,99.17279411764706,83.01703163017032,0.6458154251756906,0.03437442929648301,0.05645615388365353,0.030834635829224306,0.00943918597391423,2.3610906603554374e-05,False
64,0.010151026113068356,0.0041746431058580875,0.0005618053324082319,99.44852941176471,84.76885644768856,0.6462408814729894,0.038305798545479774,0.05179004502647063,0.03135659688097589,0.009768802316530663,2.8726486026939444e-05,False
65,0.008997082025470102,0.0027673738441080786,0.0006784621407003963,98.98897058823529,82.91970802919708,0.6290940142804128,0.030544201295603726,0.05514768609667525,0.034303140662172264,0.010117816656608792,2.9642645184888833e-05,False
66,0.008151524974142803,0.0017645074521544088,0.000646503532634062,99.58639705882354,82.7250608272506,0.644828829549309,0.03336695521412527,0.058807028128820306,0.03443981816663461,0.01029245333526941,2.830193871512379e-05,False
67,0.006260013207793236,0.0008950392959163497,0.0005426266614128562,99.90808823529412,84.28223844282239,0.6461797712261893,0.029168421293006223,0.03668071121415671,0.030729537391487288,0.00915419403463602,2.6777020406477866e-05,False
68,0.005969598998918253,0.001276969941553783,0.0004245603785795324,99.81617647058823,84.23357664233576,0.6441627054582036,0.021967018954455853,0.044861811048844284,0.025588383350302193,0.007505874012542122,2.0854362286199295e-05,False
69,0.00620639744652983,0.000780582944785505,0.0006176093045402976,99.77022058823529,83.60097323600974,0.6436569656426273,0.03357327833552571,0.03725078543100287,0.0301849854123943,0.009238075766274157,2.6331182786688098e-05,False
70,0.0057080007459530055,0.0005834575358141377,0.0004681979908662684,99.95404411764706,84.23357664233576,0.6446332278212049,0.031946476055857015,0.038671715623315644,0.028000080081469873,0.008608578266028096,2.2468706340398913e-05,False
71,0.0055804939885788106,0.0003730223453364006,0.0005689754205591538,99.90808823529412,83.84428223844282,0.6390420457252487,0.023108444888802135,0.0631674193941495,0.02643104248187121,0.007774451637969297,2.2537510524082737e-05,False
72,0.005760626634582877,0.0010310160708767774,0.00047528743743896484,99.86213235294117,84.08759124087591,0.6467062207838907,0.018453717615236256,0.036891036064309234,0.027821867945877946,0.007888522053904393,2.07383684349171e-05,False
73,0.00746388964848045,0.0021876375255541303,0.0005984166089226218,99.44852941176471,84.13625304136254,0.6417914370970746,0.032599952236256176,0.03393965461017454,0.02972848669571035,0.009075235054992577,2.6231787053214194e-05,False
74,0.005535160944632748,0.0007041918207131162,0.00044083244660321404,99.81617647058823,83.89294403892944,0.6430702937637619,0.019606786013087806,0.05749021174714846,0.02513565298388986,0.007274163339067908,1.9821697445449364e-05,False
75,0.005722305997658302,0.00038393276147818305,0.0006463773110333611,99.86213235294117,84.08759124087591,0.645181003004624,0.025173188022830906,0.045697899973567796,0.02978916104663821,0.008719555074896882,2.7210739651362767e-05,False
76,0.004625212414847577,0.0005052819215052295,0.00034682189717012295,99.81617647058823,83.94160583941606,0.648134172588393,0.02161618837100618,0.033111545312054014,0.023028529523050085,0.0068460348719621405,1.6186065509186045e-05,False
77,0.004731171312468017,0.00038771212776362733,0.0004555933615740608,99.90808823529412,84.28223844282239,0.6480565893153772,0.021455599981195787,0.033907617497093534,0.02462985005010577,0.007239494993187049,1.8505065193440876e-05,False
78,0.004602617022636182,0.0002642564254261635,0.00042637306101181926,100.0,84.13625304136254,0.6442371001807864,0.02213724488940309,0.03269937426290091,0.02466957051964367,0.007283471661674625,1.8433817839489647e-05,False
79,0.005226574673810426,0.0007090904542993111,0.00048474704518037685,99.90808823529412,83.94160583941606,0.644708599260598,0.02303934020592886,0.0368936030084596,0.025202202227185753,0.007462274967966711,1.9514667174542626e-05,False
80,0.00446290143436807,0.00025790165326564904,0.00047305401633767523,99.90808823529412,84.13625304136254,0.6442371001807864,0.024338283083018136,0.02498443249393912,0.024355634773040518,0.007316011524594882,2.0377522292512687e-05,False
81,0.004220301477128968,0.00027753076510099857,0.00031821517383351047,100.0,83.7956204379562,0.644708599260598,0.020982459735344437,0.025252286947387105,0.0230212560033097,0.006811806932091713,1.473996438589358e-05,False
82,0.005047574283226448,0.0007354228140256429,0.0005667910856359146,99.86213235294117,83.99026763990268,0.645181003004624,0.026501730413121337,0.02626504123156123,0.024498691015383777,0.007460343185812235,2.1167787802850772e-05,False
83,0.00430088972344118,0.0005668235203569673,0.0003377234234529383,99.90808823529412,84.08759124087591,0.645181003004624,0.014222497367026174,0.030990707852384624,0.02177006789647481,0.006160959450747161,1.4635124417134862e-05,False
84,0.0042782488744705915,0.00031583163303473746,0.0003171983887167538,99.81617647058823,83.89294403892944,0.6439431472735433,0.020828631706535816,0.029502624974531287,0.022527390597935987,0.0066812898251501955,1.6020998961774987e-05,False
85,0.00453937950763194,0.0005381780485335827,0.0003803687937119428,99.90808823529412,83.99026763990268,0.6456543155677256,0.01931046458947308,0.030400286921683478,0.022947390892488116,0.006710317834992619,1.5893773038174806e-05,False
86,0.004300614586099982,0.0007204660290453295,0.00034794036079855524,99.86213235294117,84.13625304136254,0.645181003004624,0.016393639092497966,0.028165606014868793,0.020548101624145228,0.005964084679041715,1.4754732600361903e-05,False
87,0.005404985523508752,0.0016726298122996335,0.0004000698818879969,99.63235294117646,83.7956204379562,0.6432967995063025,0.017782346345484257,0.023792408845003915,0.022144735736005446,0.006433001075706938,1.5399658396371012e-05,False
88,0.00427041861557347,0.0003300554539344054,0.00037977975957533894,99.95404411764706,84.0389294403893,0.6461285411273402,0.02343011337935048,0.0220305704347351,0.022973995874909794,0.006923547493951286,1.708568649572793e-05,False
89,0.0036209510392783317,0.00018661785329373635,0.00033223628997802734,99.95404411764706,83.94160583941606,0.644708599260598,0.012251555289634886,0.024583824581521398,0.020794672891497612,0.005818866248078206,1.5240517153442316e-05,False
90,0.0036642714266610496,0.0003324126630425727,0.00029638234306784235,99.90808823529412,83.99026763990268,0.645181003004624,0.013876194243921953,0.024351371068726566,0.019722610273781943,0.005630386240013382,1.1847912874680547e-05,False
91,0.0038303043967222467,0.0001929322809112765,0.00036162839216344496,99.95404411764706,84.0389294403893,0.645181003004624,0.017758448087774655,0.022811615346547437,0.021579276770353317,0.0062899538863669426,1.4424605765003327e-05,False
92,0.004457286024904426,0.0002173684843000956,0.000492706018335679,99.95404411764706,83.94160583941606,0.645181003004624,0.016225875136168563,0.027964262182221693,0.025770546758876127,0.007262723465614459,1.7586264809377846e-05,False
93,0.0035865408888853647,0.00015074768613404185,0.0005551681799047134,100.0,83.99026763990268,0.645181003004624,0.009574535384993343,0.022911440909785384,0.021431097541661823,0.005844095160308129,1.5188043696124463e-05,False
94,0.003498190185329055,0.0001063534810408087,0.0003964620478012983,100.0,84.08759124087591,0.645181003004624,0.010899564936099684,0.023991067072047907,0.020770400762557983,0.005744738326243618,1.4319689960436389e-05,False
95,0.0036409340785158906,0.0001123060211445109,0.00033164024353027344,99.95404411764706,83.94160583941606,0.645181003004624,0.013024919228080441,0.03057810477912426,0.02043939885847709,0.005767803858308231,1.341627220801242e-05,False
96,0.003594204893006998,7.952038456149988e-05,0.0003703131395227769,100.0,83.99026763990268,0.645181003004624,0.018840114257353192,0.01999340551521848,0.020823926993590945,0.006155570147230345,1.5165481486559764e-05,False
97,0.003641484442221768,0.00018189364549043067,0.0004337430000305176,99.95404411764706,84.0389294403893,0.645181003004624,0.019547267981311855,0.01769278505269219,0.020557369872489396,0.00612472156610559,1.603134411625968e-05,False
98,0.003851381911183981,0.0002638928975048817,0.000299681635463939,99.95404411764706,84.0389294403893,0.645181003004624,0.011543652700150715,0.03341730114291696,0.020778835696332595,0.005778349799049252,1.2916362158969551e-05,False
99,0.00368608909604304,7.52513465426198e-05,0.000358883072348202,100.0,83.89294403892944,0.645181003004624,0.011338934001019773,0.026885181117583725,0.02200330958208617,0.00607449168284588,1.3435166211446117e-05,False
100,0.0032932560630690526,0.00012027184033393175,0.0003311318509718951,99.95404411764706,83.99026763990268,0.645181003004624,0.010327967678141944,0.021215831860899925,0.019636773285182083,0.0054311087793287105,1.10340955442927e-05,False
101,0.003307928906424957,6.542081272902364e-05,0.0003848987467148725,100.0,83.99026763990268,0.645181003004624,0.013965507530990769,0.01571599580347538,0.020300598431597736,0.00577939661931904,1.1943470727761878e-05,False
102,0.003780971801675418,0.000265537372102057,0.00042032494264490465,99.95404411764706,84.0389294403893,0.645181003004624,0.012379237012389828,0.02378215903744978,0.02147955573437845,0.005995517541818759,1.3333729839359876e-05,False
103,0.0035689652911113467,0.0003750481100188849,0.0003106348654803108,99.95404411764706,84.0389294403893,0.645181003004624,0.011854812886346789,0.020570603528005237,0.019614774624214452,0.005502883221625406,1.2897776982486795e-05,False
104,0.003342358813182834,0.0002768812382782926,0.00026650288525749654,99.95404411764706,83.99026763990268,0.645181003004624,0.00772931585636209,0.019908933626378283,0.01955780326662695,0.0052812972023864,1.0761113839287324e-05,False
105,0.003315627033931806,5.81945530618267e-05,0.0002802364966448616,100.0,84.0389294403893,0.645181003004624,0.016784833415466195,0.016729832188609767,0.019777943489744383,0.005789624362745706,1.1793534881957492e-05,False
106,0.003484951489714577,6.994402279173407e-05,0.00042719700757194967,99.95404411764706,83.99026763990268,0.645181003004624,0.02505994596354225,0.013242359916843912,0.019815086825367284,0.006214881261043689,1.622466486557695e-05,False
107,0.0035103818141471814,0.00012261121425099727,0.00043570644715253045,100.0,83.94160583941606,0.645181003004624,0.008967482567052631,0.0305502011495478,0.020046899916932863,0.0054663918665884175,1.2585647067787837e-05,False
108,0.002951602780205362,0.00013849044545863494,0.00025211362277760226,99.95404411764706,83.99026763990268,0.645181003004624,0.01547626597697244,0.013185046722783762,0.017076512798666954,0.005048400133519489,1.0917277209313505e-05,False
109,0.0028976063956232634,9.100960248949431e-05,0.0002216030569637523,100.0,83.99026763990268,0.645181003004624,0.014963938115055071,0.014033311046659946,0.017018414485980484,0.00500754062908099,9.480198460711536e-06,False
110,0.0028558447614640873,7.125530111593166e-05,0.0002463389845455394,100.0,83.94160583941606,0.645181003004624,0.012409467003582156,0.01457162732806276,0.017246225081822452,0.00493704598835286,1.0032846630030476e-05,False
111,0.0027923341566587195,6.818553222675452e-05,0.00023519291597254137,100.0,83.99026763990268,0.645181003004624,0.009104898637708496,0.015889621887575176,0.017222236787133357,0.004765673773363233,9.739169560335166e-06,False
112,0.003512799719293766,5.338277244792313e-05,0.00047305051018210016,100.0,83.94160583941606,0.645181003004624,0.019069150309352315,0.011378159910878715,0.021630023222635773,0.00636909733635976,1.6268207191922772e-05,False
113,0.003050142919699497,7.823955702941235e-05,0.00029151229297413547,100.0,83.99026763990268,0.645181003004624,0.00858218693996177,0.01491227252956699,0.01941690402215018,0.005289013401659972,1.1356005228769978e-05,False
114,0.0032971179701716583,8.308564557570636e-05,0.00040467697031357707,100.0,83.99026763990268,0.645181003004624,0.016604210948571563,0.013546508079504265,0.019873022704440003,0.0058052689521847405,1.3605413561676601e-05,False
115,0.0035490539911038734,0.0004897975011451362,0.000290527063257554,99.90808823529412,83.94160583941606,0.645181003004624,0.013622027931406218,0.019294384812169215,0.018407027017982566,0.0052886322442003905,1.1548219979030204e-05,False
116,0.00362460980849231,0.0007122250486538499,0.00024417919271132527,99.72426470588235,83.94160583941606,0.645181003004624,0.01439649666495183,0.01625417561872917,0.017603134243365598,0.0051257667022154615,1.0316768620053635e-05,False
117,0.0034068942631540053,0.0003607406344920438,0.0003836610737968894,99.90808823529412,83.99026763990268,0.645181003004624,0.00850813277065754,0.01841954021331142,0.019393809851916397,0.005278793492299669,9.868935622387867e-06,False
118,0.0030799544936812974,5.728842445344473e-05,0.00044643177705652574,100.0,83.99026763990268,0.645181003004624,0.0075172608006088175,0.014559753403505859,0.019967260058311856,0.005373655681443565,1.1955235951224013e-05,False
119,0.0027804688399876744,6.261594583466991e-05,0.00021697493160472195,100.0,83.99026763990268,0.645181003004624,0.017364719279986972,0.009007360964246532,0.01663547535152996,0.0050320163204827725,9.823025533585357e-06,False
120,0.002593740978387787,2.956888952479965e-05,0.0002489370458266314,100.0,83.99026763990268,0.645181003004624,0.009162086897584446,0.01699775898390833,0.015744668376796386,0.00439864643575514,8.749917095188079e-06,False
121,0.003191023284350248,5.09890072969617e-05,0.0002865265397464528,100.0,83.99026763990268,0.645181003004624,0.013153919347507112,0.021063967306605157,0.018872058566878822,0.005380204550045378,8.987895933601334e-06,False
122,0.0028530776514397826,9.348492708608425e-05,0.00028510304058299344,100.0,83.94160583941606,0.645181003004624,0.007104129064828157,0.015315085759057719,0.01795822647674119,0.004849561421638902,9.596742395789239e-06,False
123,0.002902490210116786,5.3410155032906914e-05,0.0002915333299075856,100.0,83.99026763990268,0.645181003004624,0.00623052690506858,0.01595552172511816,0.018741359934210777,0.005001632565194193,9.532644017941921e-06,False
124,0.0029621386612929844,8.794667214447948e-05,0.0003374183879179113,100.0,83.94160583941606,0.645181003004624,0.013065661235219416,0.012990653651821263,0.018012309446930885,0.005161274142344208,9.827512686195619e-06,False
125,0.0025625598260804136,3.530087724357145e-05,0.0002375665832968319,100.0,83.99026763990268,0.645181003004624,0.00687067090150188,0.010328158818404464,0.016985433669212985,0.004593878244871602,7.97252823758754e-06,False
126,0.0024906190331367884,7.816190578951671e-05,0.00017493262010462144,100.0,83.99026763990268,0.645181003004624,0.013021609773311545,0.008678716799134718,0.015151063911616802,0.004442779073382125,7.865360149641192e-06,False
127,0.002945809899007573,0.0001854078431653547,0.0002849102020263672,100.0,83.99026763990268,0.645181003004624,0.01270631650079261,0.008744447519454886,0.017893949468784472,0.005114044158664697,1.048190412856296e-05,False
128,0.002668044707902214,2.8597248541807538e-05,0.00028499785591574274,100.0,83.99026763990268,0.645181003004624,0.008017698590479353,0.011871461756527424,0.01736690043745672,0.00474703692666748,8.853824698128259e-06,False
129,0.0029495748732348576,0.00016036753533947324,0.0002646270920248593,99.95404411764706,83.94160583941606,0.645181003004624,0.012746224946835461,0.015143738867824568,0.01710804502534516,0.004919739672914147,1.0834400280359927e-05,False
130,0.002692778060651001,0.0002347935700634159,0.00023735621396233053,99.95404411764706,83.99026763990268,0.645181003004624,0.00797837643938906,0.010242584051893038,0.016223145265351322,0.004458794342901777,8.178380299154122e-06,False
131,0.0029918634305324625,4.667725988838356e-05,0.00033078474156996785,100.0,83.99026763990268,0.645181003004624,0.018652744782978996,0.00825226808185963,0.01821848114623743,0.005494124680647955,1.3734266557923333e-05,False
132,0.0029228221392259,8.240167458365356e-05,0.0002762324669781853,99.95404411764706,83.99026763990268,0.645181003004624,0.014487299232688896,0.010060351355658734,0.017974493751192793,0.005223180372815798,1.0383796935082714e-05,False
133,0.002801644287126906,8.899734653181547e-05,0.00025543745826272406,100.0,84.0389294403893,0.645181003004624,0.008730387684943922,0.014500414678717361,0.017413320622461682,0.004794189802316182,8.68060768719742e-06,False
134,0.0026671672308379237,9.165779888195068e-05,0.00029938711839563707,100.0,83.94160583941606,0.645181003004624,0.00635490713038427,0.015551799606970129,0.016588293947279453,0.004469069515300148,8.501531818397138e-06,False
135,0.0028008632224929683,3.126150233904756e-05,0.00029685918022604547,100.0,83.99026763990268,0.645181003004624,0.011229333084295778,0.010882490341935088,0.01790873410508913,0.0050445319947731845,1.1763544989662478e-05,False
136,0.002855186494450797,3.204828464517692e-05,0.00033795833587646484,100.0,83.99026763990268,0.645181003004624,0.009110522429075311,0.022466226124807316,0.01687938396764152,0.004680035759092253,9.327188603064688e-06,False
