epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,eta_1,eta_2,sigma,epoch_warmup
1,7.262026193665295,0.193458295086535,0.0,62.65945110166216,0.0,,,10.0,True
2,5.40227598678775,0.15953530825492812,0.0,77.27097023579435,0.0,,,9.5,True
3,4.366645359411472,0.14104011454960194,0.0,73.25086973328179,0.0,,,9.025,True
4,3.8182066533623673,0.13209852358190025,0.0,72.51642829532277,0.0,,,8.573749999999999,True
5,3.286056786048703,0.12301152599294012,0.0,73.9080015461925,0.0,,,8.145062499999998,True
6,4.002784830151183,0.1297841060793761,0.8966953907952164,74.7159090909091,73.81995133819952,0.10617529600858688,0.9390648603439331,7.737809374999998,False
7,3.4304117433952563,0.12709543108940125,0.24685596945610913,71.44886363636364,66.56934306569343,0.10702847689390182,0.9328275322914124,7.350918906249998,False
8,3.1913007895151773,0.12444198989506924,0.18038586775461832,73.57954545454545,66.27737226277372,0.10786961019039154,0.9251065254211426,6.983372960937498,False
9,2.711982401934537,0.11537868823065903,0.16182746941393072,73.05871212121212,64.76885644768856,0.10865508019924164,0.9168631434440613,6.634204312890622,False
10,2.5932098663214482,0.11460562027765042,0.13555538925257596,74.90530303030303,62.530413625304135,0.10947589576244354,0.9088358283042908,6.3024940972460906,False
11,2.4195479985439414,0.11251075340039803,0.10909764965375264,73.86363636363636,63.017031630170315,0.11026472598314285,0.9002106785774231,5.987369392383787,False
12,2.285322348276774,0.11114974985971596,0.09115400707179849,75.33143939393939,60.09732360097323,0.11106174439191818,0.8916835188865662,5.688000922764597,False
13,2.317878903764667,0.11297746431646925,0.1316999698227102,73.48484848484848,61.605839416058394,0.11186090856790543,0.8834182024002075,5.403600876626367,False
14,1.9215749177065762,0.10477844806331577,0.12181347969806555,75.71022727272727,59.90267639902677,0.11265335977077484,0.8752188682556152,5.133420832795048,False
15,1.8692849838372432,0.10481601084272067,0.1288478302233147,76.32575757575758,63.89294403892944,0.1133924350142479,0.8671207427978516,4.876749791155295,False
16,1.865794225172563,0.10505841898195671,0.1922765403534427,75.71022727272727,59.75669099756691,0.11418531090021133,0.8590592741966248,4.63291230159753,False
17,1.6625462662089954,0.10252340792706519,0.11647799317583893,75.42613636363636,56.10705596107056,0.11497342586517334,0.8521715998649597,4.401266686517654,False
18,1.4282542900605635,0.09769986321528752,0.11541673811999234,75.66287878787878,57.81021897810219,0.11573036015033722,0.8442449569702148,4.181203352191771,False
19,1.5062371673006,0.10140440206636082,0.1010522407790025,77.27272727272727,58.6374695863747,0.11648136377334595,0.8364241719245911,3.972143184582182,False
20,1.1827393517349705,0.09375491885073257,0.10969302035642392,77.32007575757575,56.64233576642336,0.11723484843969345,0.8286359310150146,3.7735360253530725,False
21,1.120775656266646,0.09303229753718231,0.12110243286147263,77.32007575757575,59.07542579075426,0.11794979125261307,0.8210493922233582,3.584859224085419,False
