epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,entropy_loss,lambda_grl,align_loss,epoch_warmup
17,0.8302166148235923,0.1146529791386504,0.6907838551621688,69.94243421052632,60.034602076124564,0.8636813477465981,0.0040556936299881285,0.01501228547606029,False
18,0.8245763684573927,0.11006422262442739,0.6899671429081967,69.94243421052632,59.16955017301038,0.8585128062649777,0.004271362681734137,0.01474948908741537,False
19,0.8256459047919825,0.11145307555010445,0.6901162956890307,71.25822368421052,61.37543252595156,0.8500191820295233,0.004498370040265427,0.014152293093502522,False
20,0.8243021682689065,0.110861321421046,0.6898686321158158,70.43585526315789,60.46712802768166,0.8408174044207523,0.004737297586112454,0.013511753788119868,False
21,0.8176622045667548,0.10446710139513016,0.6890189239853307,72.1217105263158,60.46712802768166,0.8465079947521812,0.00498875551494056,0.014492041627435307,False
22,0.8181620679403606,0.10530918522884972,0.6896253824234009,72.9029605263158,61.5916955017301,0.833273426482552,0.005253383546111449,0.013124067189269945,False
23,0.813759025774504,0.1015799531811162,0.6891572883254603,74.67105263157895,63.581314878892734,0.8250765141687895,0.005531852163837611,0.013040513094318541,False
24,0.8135673184143869,0.10163191470660661,0.6887356011491073,71.46381578947368,62.153979238754324,0.8249668165257102,0.005824863889471553,0.013400937136458723,False
25,0.8106794984717118,0.09955031189479326,0.6883716300914162,75.12335526315789,64.66262975778547,0.8219771008742484,0.006133154583097085,0.012636053179831882,False
26,0.8120544144981786,0.10174893038837533,0.6877014950702065,74.30098684210526,63.23529411764706,0.8170068703199688,0.0064574947721717435,0.012527693063020706,False
27,0.8053194817743803,0.09574738380156066,0.6871002818408766,74.58881578947368,64.96539792387543,0.8115995400830319,0.006798691004503573,0.012479646474515138,False
28,0.8041188152212846,0.09451330962933992,0.6873492253454108,74.87664473684211,63.19204152249135,0.8061413576728419,0.007157587222329169,0.012266893871128559,False
29,0.8072466442459508,0.09913101870762675,0.6859544107788488,75.32894736842105,67.86332179930795,0.8007848482382925,0.007535066153688168,0.012291053212002703,False
30,0.8037168665936119,0.09413548402096096,0.6877075245505885,73.23190789473684,60.726643598615915,0.795797934657649,0.00793205071665918,0.011915795161928,False
31,0.8027880913332889,0.09446413952269052,0.6865695809063158,74.50657894736842,65.13840830449827,0.7897728305113944,0.008349505431329314,0.011917847012610812,False
32,0.7974109398691278,0.08960683447749991,0.6860099246627406,76.23355263157895,65.48442906574394,0.7887530013134605,0.008788437833609759,0.01203827158008751,False
33,0.8023395946151332,0.09349360434632552,0.6873744161505448,78.08388157894737,68.29584775086505,0.786664256924077,0.009249899884179963,0.011476576818447364,False
34,0.801140546798706,0.09286133944988251,0.686582929209659,74.7532894736842,64.05709342560553,0.773766185107984,0.009734989364938891,0.012441910166097315,False
35,0.7918974412114996,0.08412203722094234,0.6860732467550981,78.98848684210526,69.55017301038062,0.7809702973616751,0.01024485125435997,0.012165513624878306,False
36,0.795095588031568,0.0861488817945907,0.6871598770743922,74.25986842105263,64.01384083044982,0.7774545832684165,0.01078067907208406,0.012475484540980113,False
37,0.7966561348814714,0.08914784891040702,0.6863103101128026,78.53618421052632,70.76124567474048,0.7622296433699759,0.011343716181939276,0.01190678020449061,False
38,0.7900306174629613,0.0816619737367881,0.6874464467952126,78.6595394736842,69.4636678200692,0.7613949116907621,0.011935257041345257,0.01138859109855012,False
39,0.7891046969514144,0.08088845445921547,0.6870893239974976,78.98848684210526,71.02076124567473,0.7593620795952646,0.01255664838374267,0.01187935412714356,False
40,0.787627775418131,0.07916576454513952,0.6877816758657757,79.19407894736842,71.45328719723183,0.7536769038752505,0.013209290319284328,0.01121360092963043,False
41,0.7887556113694844,0.07966534675736177,0.6883755326271057,79.19407894736842,71.10726643598616,0.7384471046297174,0.013894637337535175,0.011891577588884454,False
42,0.7885041017281381,0.07977009192109108,0.6879492872639706,78.33059210526316,70.8477508650519,0.7519343903190211,0.014614199194355443,0.011492072947715459,False
43,0.7843833220632452,0.07635840518694174,0.6875720212334081,79.89309210526316,73.6159169550173,0.7261456815819991,0.015369541663490097,0.01185997271616208,False
44,0.7883837505390769,0.07896722402227552,0.6888857138784308,78.53618421052632,74.74048442906575,0.7311636523196572,0.016162287131663018,0.011815086497288001,False
45,0.7806399339123776,0.0717185029858037,0.6885849362925479,80.59210526315789,74.5674740484429,0.7213819591622603,0.016994115014186444,0.011817732237671552,False
46,0.7775137832290248,0.06868897652939747,0.6889195630424901,82.8125,76.21107266435986,0.7149035648295754,0.017866761966255206,0.011214328978798892,False
47,0.781262523249576,0.07201409300691203,0.689321357952921,80.59210526315789,76.21107266435986,0.6927821918537742,0.01878202186321565,0.012142832194896121,False
48,0.7830435382692438,0.07373460695931786,0.6894643996891222,81.08552631578948,75.64878892733564,0.7000082668505216,0.019741745521200317,0.011688709259033203,False
49,0.7825421941907782,0.07202604609100442,0.690641042433287,79.76973684210526,74.5674740484429,0.6983966137233534,0.020747840127620796,0.011814331096646032,False
50,0.777805275038669,0.06921643940241713,0.6884795176355463,81.20888157894737,76.8166089965398,0.6906195628015619,0.021802268349142,0.012593848189633144,False
51,0.7726026553856699,0.06411311657805192,0.6889752902482685,83.26480263157895,77.50865051903114,0.6848426900411907,0.022907047082949772,0.011634778868603078,False
52,0.7682608805204693,0.06043694619285433,0.6886195446315565,83.75822368421052,78.50346020761246,0.6714554930988111,0.02406424581540858,0.011550553044990489,False
53,0.7714399130720841,0.06405897987516303,0.6883906753439653,83.14144736842105,79.02249134948097,0.656075047819238,0.0252759845506278,0.01173750943455257,False
54,0.7668152671111258,0.05841779591221558,0.6895229753695036,83.42927631578948,78.33044982698962,0.6449782409166035,0.026544431270062136,0.011949850148276278,False
55,0.767861356860713,0.06011060409640011,0.6892070738892806,83.88157894736842,78.97923875432527,0.6336175077839902,0.027871798883118543,0.01174267018704038,False
56,0.7643185257911682,0.05709053948521614,0.6888125193746466,83.47039473684211,79.71453287197232,0.6269319465285853,0.02926034162788719,0.011753661410981104,False
57,0.760367961306321,0.053123792143244496,0.6886170067285237,83.38815789473684,78.84948096885813,0.6326507706391183,0.030712350880628226,0.011948310819111373,False
58,0.767803430557251,0.0612139933203396,0.6888578628238878,83.3470394736842,79.54152249134948,0.5923389321879337,0.032230150332596755,0.01176958330171673,False
59,0.7596932869208487,0.05253733576912629,0.6892360072386893,85.85526315789474,79.93079584775087,0.6018418983409279,0.033816090493261425,0.01176620372816136,False
60,0.7596602973185087,0.053420059186847585,0.6885680619039034,84.86842105263158,80.27681660899654,0.5831499256585774,0.03547254248004524,0.012018365050224881,False
61,0.7583362742474204,0.05355674773454666,0.6872847205714175,86.01973684210526,80.06055363321799,0.5672896849481683,0.03720189105648474,0.012298021955709709,False
62,0.7500621613703276,0.04773168971664027,0.6854064244973032,86.26644736842105,81.0121107266436,0.527982456119437,0.03900652688325392,0.012728786880248472,False
63,0.7525553609195509,0.051819451545414175,0.6840734764149314,85.73190789473684,81.22837370242215,0.5106965993580065,0.04088883794992918,0.012896984325427758,False
64,0.7461418666337666,0.04516821021312162,0.6843591520660802,86.63651315789474,81.0553633217993,0.5231760144233704,0.04285120015977209,0.012301969832103504,False
65,0.7455181887275294,0.046973845872439836,0.6823114501802545,86.71875,81.27162629757785,0.4950597678360186,0.04489596704527074,0.012663373919694047,False
66,0.7427643631633959,0.04338765163954936,0.6834195068008021,87.33552631578948,81.40138408304499,0.4895709564811305,0.047025458598791973,0.012331581821567133,False
67,0.7408007226492229,0.04319112267541258,0.6820068673083657,87.41776315789474,80.92560553633218,0.470141915898574,0.04924194921053146,0.012399780024823389,False
68,0.7374745293667442,0.041619374563819485,0.680332108547813,87.5,80.96885813148789,0.4565364012592717,0.05154765471507167,0.012784615992323348,False
69,0.7382811715728358,0.041865038342381776,0.6810349602448312,89.22697368421052,80.75259515570934,0.45892450683995295,0.05394471855831071,0.012405381439939925,False
70,0.7395220618498953,0.0423093531280756,0.6818885113063612,87.5,80.66608996539793,0.46030477630464656,0.05643519710833542,0.012236186499266248,False
71,0.7347756530109205,0.03879588920819132,0.6807605812424108,88.40460526315789,80.88235294117646,0.45067830305350454,0.05902104414697277,0.012411245880158324,False
72,0.7327438090976915,0.037746102794220575,0.6803026607162074,89.22697368421052,80.44982698961938,0.4259186779197894,0.06170409459322945,0.012353313253506235,False
73,0.7313357685741625,0.035148414636128826,0.6813735365867615,89.43256578947368,80.79584775086505,0.4259790025259319,0.06448604752554479,0.01258846240020112,False
74,0.7280935425507394,0.0346550074847121,0.6790883792074103,90.74835526315789,81.74740484429066,0.4122134321614316,0.06736844858661964,0.01221178815160927,False
75,0.7275329734149732,0.03274227551331645,0.6805061823443362,90.50164473684211,81.66089965397924,0.40791664782323334,0.07035267187237774,0.01225236068038564,False
76,0.7283572931038705,0.0317899470070475,0.6823627352714539,89.92598684210526,80.75259515570934,0.4097697201528047,0.07343990142514778,0.01201843916389503,False
77,0.7263017986950121,0.03154790803397957,0.6806569507247523,90.99506578947368,80.96885813148789,0.39768354516280324,0.07663111247015186,0.012286536738668618,False
78,0.7246541945557845,0.02955863713041732,0.6812507321960047,90.8717105263158,80.88235294117646,0.39647325402811956,0.07992705255352033,0.011830731540134079,False
79,0.7269667230154339,0.030818849900051168,0.6822316426979868,90.78947368421052,80.36332179930795,0.3999059702220716,0.08332822275893799,0.01183624153858737,False
80,0.7219392876876028,0.027576050279956115,0.6809614269356978,91.69407894736842,80.75259515570934,0.37943427499971893,0.08683485919822193,0.011626264276473145,False
81,0.7208731456806785,0.025680426900324068,0.6818847499395672,91.77631578947368,80.36332179930795,0.37084392811122696,0.09044691498815033,0.011782195860225903,False
82,0.7224228037031073,0.024974068626761436,0.6839546247532493,92.26973684210526,79.97404844290658,0.38778686994000483,0.09416404294117078,0.011476738574473481,False
83,0.7253974801615665,0.024228712151709356,0.6876937307809529,92.88651315789474,80.06055363321799,0.3844759934826901,0.09798557921065608,0.011571019103652552,False
84,0.7244588011189511,0.02592523832266268,0.6850901465666922,92.63980263157895,79.80103806228374,0.3881942535701551,0.10191052814156375,0.011359060771371188,False
85,0.7245974509339583,0.023300945464717716,0.6883523119123358,92.22861842105263,79.80103806228374,0.36309996247291565,0.10593754858411292,0.011364393965586236,False
86,0.7248590149377522,0.02483682456965509,0.6868854792494523,92.10526315789474,79.80103806228374,0.37709790938778925,0.1100649419308532,0.011189510800728672,False
87,0.726204050214667,0.023122499598876425,0.689945704058597,92.4342105263158,79.41176470588235,0.3771530938775916,0.1142906421357431,0.01118556596338749,False
88,0.723979115486145,0.022246073833421656,0.6888228623490584,93.09210526315789,80.49307958477509,0.3656983908854033,0.11861220796711831,0.011192406478681062,False
89,0.7206575745030454,0.021453089227801876,0.6866594960815028,92.92763157894737,79.36851211072664,0.3497561302624251,0.12302681773433877,0.011099717187646189,False
90,0.7196703678683231,0.019571927425108458,0.6875609661403456,93.87335526315789,79.54152249134948,0.35262705934675115,0.1275312667101956,0.010969878762568297,False
91,0.7232155925349185,0.020766595721636947,0.6895749851277,93.17434210526316,79.36851211072664,0.3625422041667135,0.1321219674477083,0.01124633985914682,False
92,0.7237638454688223,0.020236257561727575,0.6909385825458326,93.70888157894737,79.41176470588235,0.35462311223933574,0.136794953160772,0.010993071782745813,False
93,0.721123102464174,0.019943013934320526,0.6888028320513273,93.54440789473684,79.23875432525952,0.34391486487890544,0.14154588430342616,0.010997952256155642,False
94,0.7197982135571932,0.019046733646016372,0.6884791851043701,94.24342105263158,79.58477508650519,0.34505774472889145,0.14637005844268589,0.0107422790146972,False
95,0.7195568680763245,0.0185528976940795,0.6889448856052599,94.2845394736842,78.76297577854672,0.3326708925397773,0.1512624234754767,0.010811331289771357,False
96,0.7211626705370451,0.017507241254574375,0.691340917035153,94.57236842105263,79.02249134948097,0.3471604193511762,0.15621759419199055,0.010742591792031339,False
97,0.7232175281173304,0.016980072336369438,0.6939094066619873,95.02467105263158,78.41695501730104,0.3475072944634839,0.16122987213666318,0.010755829562089946,False
98,0.7219134255459434,0.017009610016095012,0.6926398779216566,94.44901315789474,78.54671280276817,0.3462900911506854,0.16629326866504227,0.010676279124852858,False
99,0.7225739642193443,0.0169944035771646,0.6934072155701486,93.58552631578948,78.41695501730104,0.34036887241037267,0.17140153104127429,0.010729922128743246,False
100,0.7209315582325584,0.017206221083669287,0.6914745286891335,93.95559210526316,78.11418685121107,0.34649482055714254,0.17654817136809023,0.010641818768099734,False
101,0.7216383156023527,0.015818868861778787,0.6937795563748008,94.90131578947368,77.46539792387543,0.3354319239917554,0.18172649809036068,0.010662524029612541,False
102,0.7216807572465194,0.01687290539082728,0.6927014714793155,94.53125,78.02768166089966,0.3373312777594516,0.18692964976587462,0.010719516902769866,False
103,0.7172981971188596,0.01595036773697326,0.6899337580329493,94.69572368421052,78.20069204152249,0.3083727579367788,0.19215063075428074,0.010493257573168529,False
104,0.7166346468423542,0.014544520894751736,0.6905668503359744,95.10690789473684,79.28200692041523,0.30899419439466375,0.1973823484383232,0.010686774051895267,False
105,0.7180765365299425,0.014875792432576418,0.6918151410002458,95.76480263157895,79.32525951557093,0.30915939180474533,0.2026176515616768,0.010404834523797035,False
106,0.715610334747716,0.013158223346660012,0.6909069638503226,95.60032894736842,79.06574394463668,0.3144206138033616,0.20784936924571934,0.010513480654672572,False
107,0.7157298451975772,0.012518019807573996,0.6919028884486148,95.8470394736842,78.63321799307958,0.3043258205840462,0.21307035023412546,0.01044485615076203,False
108,0.7161387738428617,0.014125099993850055,0.6911472991893166,95.80592105263158,79.54152249134948,0.28419035594714315,0.2182735019096394,0.010365126703522708,False
109,0.7166723922679299,0.012771053043635268,0.6922963292975175,95.60032894736842,78.84948096885813,0.3207819336339047,0.2234518286319098,0.010378742247427764,False
110,0.7149171358660648,0.01262391005691729,0.6911675710427133,95.68256578947368,78.76297577854672,0.29937423059814855,0.22859846895872568,0.010276318870876966,False
111,0.7150637538809526,0.011795510930058203,0.692236138017554,96.38157894736842,78.97923875432527,0.2914157572545503,0.23370673133495778,0.010407597855909875,False
112,0.7138662840190687,0.012254900838199415,0.69085861507215,95.35361842105263,79.49826989619378,0.2795300852311285,0.2387701278633368,0.010324316442404924,False
113,0.7129719916142916,0.011532362795581943,0.6909316778182983,96.42269736842105,79.6280276816609,0.26937265498073476,0.24378240580800947,0.010241000717015643,False
114,0.7127059666733992,0.011193038013420607,0.6911531937749762,96.50493421052632,80.27681660899654,0.26268964613738816,0.24873757652452333,0.010211883995093797,False
115,0.7132917391626459,0.011464396908291076,0.6912003535973398,96.29934210526316,79.88754325259515,0.27282972241702835,0.25362994155731416,0.010340778500233827,False
116,0.7125398328429774,0.011213821604063636,0.6909461335131997,96.38157894736842,79.54152249134948,0.25958116352558136,0.25845411569657384,0.010376525601666225,False
117,0.7136547502718473,0.011785999945315876,0.6913811501703764,95.68256578947368,80.06055363321799,0.267441263324336,0.2632050468392281,0.01027755699071445,False
118,0.7110281868984825,0.009803581296613342,0.6910294545324225,97.53289473684211,79.6280276816609,0.2556671864892307,0.26787803255229176,0.010163612516694948,False
119,0.7114721066073367,0.010286513715982437,0.6909928541434439,96.95723684210526,79.41176470588235,0.255433589220047,0.2724687332898045,0.010168124382433138,False
120,0.7110556615026373,0.01001959955809932,0.690857868445547,96.79276315789474,79.49826989619378,0.2548402626263468,0.27697318226566126,0.010162785600282644,False
121,0.7113622928920545,0.01050405223902903,0.6908941927709078,96.79276315789474,79.54152249134948,0.24707547379167458,0.2813877920328816,0.010045057701829233,False
122,0.7124129816105491,0.010818514360212967,0.6914400270110682,96.21710526315789,79.45501730103807,0.2569642600260283,0.2857093578642569,0.010030333001754786,False
123,0.7128663063049316,0.011289061267713183,0.6913422597082037,96.17598684210526,79.32525951557093,0.25875378988291087,0.28993505806914677,0.010119806926109289,False
124,0.7112321728154233,0.009597524853521272,0.6915424246537057,96.79276315789474,78.93598615916954,0.2525545021421031,0.2940624514158871,0.010082276194895568,False
125,0.7115217353168287,0.010862340635963176,0.6908087918632909,96.66940789473684,80.1038062283737,0.24203156640655116,0.29808947185843626,0.010019932481411257,False
126,0.7111470228747317,0.009710690398749552,0.6916023806521767,96.79276315789474,80.1038062283737,0.24054166204050967,0.30201442078934404,0.010046231560409069,False
