epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,eta_1,eta_2,epoch_warmup
1,0.19502631411319826,0.19502631411319826,0.0,59.06455353691535,0.0,,,True
2,0.1676109451346281,0.1676109451346281,0.0,65.67452647854658,0.0,,,True
3,0.14539343191356194,0.14539343191356194,0.0,69.77193660610746,0.0,,,True
4,0.13023532781659103,0.13023532781659103,0.0,69.77193660610746,0.0,,,True
5,0.12213898613685514,0.12213898613685514,0.0,71.00889060688056,0.0,,,True
6,0.7757539857517589,0.11984485365224606,0.6559091318737377,72.53787878787878,67.63990267639903,,,False
7,0.83921228574984,0.12177048126856486,0.7174418044812751,70.12310606060606,59.17274939172749,,,False
8,0.7987123962604639,0.12459102476185019,0.6741213690150868,70.45454545454545,62.579075425790755,,,False
9,0.838539846015699,0.11754757301373915,0.7209922761628123,72.25378787878788,41.654501216545015,,,False
10,0.8347290086023735,0.12154114743073781,0.7131878607200853,71.35416666666667,55.27980535279806,,,False
11,0.8559584870482936,0.12108023645299854,0.7348782456282413,70.45454545454545,62.38442822384428,,,False
12,0.8312545924475698,0.12139494468768437,0.7098596493403116,72.30113636363636,61.84914841849148,,,False
13,0.9380458087632151,0.12177634826212218,0.8162694573402405,69.74431818181819,35.23114355231144,,,False
14,0.8573964274290836,0.11934588172219017,0.7380505475130948,68.79734848484848,41.605839416058394,,,False
15,0.8648047374956536,0.12071719901128249,0.7440875335173174,71.2594696969697,69.53771289537713,,,False
16,0.8597879879402391,0.1198958054636464,0.7398921811219418,72.96401515151516,50.21897810218978,,,False
17,0.8242184718449911,0.11592574959451502,0.7082927109617175,70.0284090909091,46.666666666666664,,,False
18,0.5994427845333562,0.10969323597171089,0.489749550819397,71.68560606060606,48.85644768856448,,,False
19,1.0302596905014731,0.11709174920212138,0.9131679381384994,68.93939393939394,54.209245742092456,,,False
20,0.6695624228679773,0.11642239784652536,0.5531400279565291,69.17613636363636,47.93187347931873,,,False
21,1.0180824435118474,0.12187435523127065,0.8962080894094525,68.08712121212122,54.01459854014598,,,False
22,0.8545744653904077,0.12066700580445203,0.7339074629725832,70.45454545454545,52.21411192214112,,,False
23,0.6383941263863535,0.11585205206365297,0.5225420729680494,72.25378787878788,61.45985401459854,,,False
24,1.0000174352616975,0.11464624784209511,0.8853711820009983,72.30113636363636,72.4087591240876,,,False
25,0.9052550557887915,0.11384559727527878,0.7914094563686487,73.01136363636364,75.91240875912409,,,False
26,0.5220216070160721,0.10655643091057286,0.4154651770086,72.44318181818181,51.435523114355234,,,False
27,0.9702289321205833,0.1008510273514372,0.8693778984474413,73.4375,41.99513381995134,,,False
28,0.6269548499222958,0.09813925962556493,0.5288155909740564,72.39583333333333,51.92214111922141,,,False
29,1.041828296401284,0.09948616249091698,0.9423421314268401,73.81628787878788,59.85401459854015,,,False
30,0.8614861314946954,0.097004420490879,0.7644817052465497,75.71022727272727,51.19221411192214,,,False
31,0.5926938923922452,0.09141499345952814,0.5012789034482205,74.3844696969697,52.65206812652068,,,False
