epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,target_f1,align_loss,lambda_grl,entropy_loss,epoch_warmup
33,0.7989115997364646,0.08897484486040316,0.6882733702659607,75.04111842105263,66.47923875432527,0.5201224522273121,0.01227521048368592,0.009249899884179963,0.7762894567690397,False
34,0.7987041724355597,0.0905914549764834,0.6866012654806438,77.5904605263158,69.8529411764706,0.5311860965217322,0.012421551601667153,0.009734989364938891,0.765033903874849,False
35,0.7951797121449521,0.08669319435169823,0.6869856119155884,75.90460526315789,68.85813148788927,0.5308642117531687,0.012024214442231153,0.01024485125435997,0.7744397834727639,False
36,0.7930700465252525,0.0842975078052596,0.6871780219830965,77.75493421052632,70.58823529411765,0.5291607193132531,0.012270123158630571,0.01078067907208406,0.7729729664953131,False
37,0.7958731682677018,0.0879454997025038,0.6867696423279611,77.13815789473684,71.36678200692042,0.5286383208620493,0.011899538191133424,0.011343716181939276,0.7604127400799802,False
38,0.7904490452063712,0.08169076846618402,0.6874626184764662,75.86348684210526,67.6470588235294,0.5238026252901059,0.011974028899873557,0.011935257041345257,0.7654323389655665,False
39,0.7908518408474169,0.08270091210540972,0.6874184545717741,79.56414473684211,67.38754325259515,0.5035002784858024,0.011529652107703058,0.01255664838374267,0.7483820883851302,False
40,0.7875327405176664,0.07963541895151138,0.6870695415296053,80.13980263157895,70.28546712802768,0.5371639406501596,0.011997821691789125,0.013209290319284328,0.7414433422841524,False
41,0.7915375922855578,0.08121120929718018,0.6894400308006688,75.28782894736842,66.17647058823529,0.5208771575247113,0.011674466837001475,0.013894637337535175,0.7524554039302626,False
42,0.7896293935022856,0.08116941683386501,0.6875778781740289,77.5904605263158,71.41003460207612,0.5348728975890451,0.012102093939718447,0.014614199194355443,0.7415527732748735,False
43,0.7792277712570993,0.07037544936725967,0.6883638563909029,81.04440789473684,74.65397923875433,0.5299828793766214,0.01161827754817511,0.015369541663490097,0.7339665262322677,False
44,0.7806173374778346,0.07168801991563094,0.6885198354721069,80.7154605263158,74.69723183391004,0.5309800073167675,0.012196504265854233,0.016162287131663018,0.7155617036317524,False
45,0.7805788579740023,0.07055278926303513,0.6898065836806047,80.34539473684211,73.87543252595155,0.5414256136629185,0.011630799180190814,0.016994115014186444,0.7202046670411762,False
46,0.78453381751713,0.0760599935525342,0.6880676244434557,80.87993421052632,74.43771626297578,0.520762329593226,0.01202104652398511,0.017866761966255206,0.7197836794351277,False
47,0.7830544459192377,0.07433205333195235,0.6887047008464211,81.74342105263158,75.30276816608996,0.563577806495253,0.012031160196975657,0.01878202186321565,0.7001067431349504,False
48,0.7769462434869063,0.0685476537205671,0.6883936053828189,80.50986842105263,76.29757785467127,0.5433016636479381,0.012051977119163462,0.019741745521200317,0.69895023734946,False
49,0.7761778141322889,0.0674239469594077,0.6887112479460867,81.7845394736842,76.68685121107266,0.5344883918298775,0.01298634374612256,0.020747840127620796,0.6774721584822002,False
50,0.7724288294189855,0.06440977634567964,0.6885315932725605,82.8125,77.85467128027682,0.5396099285831198,0.011836513141660314,0.021802268349142,0.6784606168144628,False
51,0.7683155568022477,0.06091478643448729,0.6881319221697355,84.21052631578948,79.1955017301038,0.5337637770470434,0.012104752816651998,0.022907047082949772,0.6608239161340814,False
52,0.7709703602288899,0.06312344693823864,0.6887214622999492,82.93585526315789,79.45501730103807,0.5351638959083173,0.012110582797935135,0.02406424581540858,0.6535075463746723,False
53,0.7703257642294231,0.06370668603401435,0.6876926453490007,81.94901315789474,79.32525951557093,0.5276958088158722,0.012288591138234264,0.0252759845506278,0.6391065904968664,False
54,0.7633925770458422,0.05646326451709396,0.687870138569882,84.82730263157895,80.06055363321799,0.5313502915091443,0.01227039838895986,0.026544431270062136,0.6461986679779855,False
55,0.7609614447543496,0.054745715111494064,0.6879309227592066,85.19736842105263,80.49307958477509,0.5266678165786712,0.012237283597259145,0.027871798883118543,0.6083087936828011,False
56,0.7580639437625283,0.053663406717149836,0.6864162652116073,84.6217105263158,80.79584775086505,0.5301883691691698,0.01253364931203817,0.02926034162788719,0.585872869742544,False
57,0.7594284854437175,0.0546210568986441,0.6872229325143915,86.34868421052632,80.32006920415225,0.5203447733402369,0.012383075283938333,0.030712350880628226,0.5696475411716261,False
58,0.7588734407173959,0.05386087945417354,0.6874074684946161,84.45723684210526,80.79584775086505,0.5257545307423411,0.01226565276125544,0.032230150332596755,0.5736131495551059,False
59,0.7580862327625877,0.05213243926042005,0.6885321014805844,86.34868421052632,80.75259515570934,0.5243801110194376,0.012298581680577052,0.033816090493261425,0.5636202975323326,False
60,0.7542684486037806,0.049743286088893286,0.6874159668621264,86.71875,80.62283737024221,0.5209312843132393,0.01248575438206133,0.03547254248004524,0.5433160286200674,False
61,0.752635513481341,0.048217955192452984,0.6872952894160622,86.43092105263158,80.75259515570934,0.5157173523439053,0.0128859281539917,0.03720189105648474,0.5339656472206116,False
62,0.75287012363735,0.048909146142633336,0.6872186848991796,85.56743421052632,80.5363321799308,0.5181844892177049,0.01228499804672442,0.03900652688325392,0.5299903609250721,False
63,0.7467365609972101,0.044847439386342704,0.685450742119237,87.41776315789474,80.92560553633218,0.5203033354255409,0.01261488485493158,0.04088883794992918,0.5065473255358244,False
64,0.7393379023200587,0.0407302467838714,0.6826758353333724,88.48684210526316,81.57439446366782,0.5217079593100831,0.012716346812483511,0.04285120015977209,0.47868205371655914,False
65,0.7419130990379735,0.04320769580571275,0.6831676928620589,88.56907894736842,81.66089965397924,0.5178890893874705,0.012705593320884202,0.04489596704527074,0.45924569587958486,False
66,0.7398854745061774,0.04257498985450519,0.6819096866406893,87.58223684210526,81.09861591695501,0.5264851917079604,0.01275940626663597,0.047025458598791973,0.4510547189336074,False
67,0.7390609948258651,0.04355926096047226,0.6800581091328671,87.82894736842105,81.09861591695501,0.522866830174963,0.012905200404164038,0.04924194921053146,0.4495507510084855,False
68,0.7403800299293116,0.04344225968969496,0.6817532683673658,88.24013157894737,80.49307958477509,0.5142178377450817,0.01273068055314453,0.05154765471507167,0.4409579807206204,False
69,0.7415553582342047,0.044984923773690275,0.6815554750593085,87.2532894736842,80.1470588235294,0.5088979455303095,0.012528201957282267,0.05394471855831071,0.43754310984360545,False
70,0.733729572672593,0.03997168709572993,0.6787404825812892,87.33552631578948,81.18512110726644,0.5264288924296279,0.012842900903993532,0.05643519710833542,0.4297972431308345,False
71,0.7344412646795574,0.037759069941545785,0.6816694705109847,89.3092105263158,80.70934256055364,0.5121769624168296,0.012737263974390532,0.05902104414697277,0.43220491315189163,False
72,0.7346669341388502,0.0402557554801828,0.6797214495508295,88.5279605263158,81.0121107266436,0.5269623138660392,0.012611942953969302,0.06170409459322945,0.4191880508473045,False
73,0.7341298994265104,0.03552774702639956,0.6835365734602276,89.92598684210526,80.1038062283737,0.5254747819129353,0.012247778622335509,0.06448604752554479,0.4470844958957873,False
74,0.733417178455152,0.036185446734491145,0.6826206602548298,89.39144736842105,80.40657439446366,0.5140243821522912,0.01210742826132398,0.06736844858661964,0.4278681372341357,False
75,0.7246804770670439,0.031840761731329714,0.6786370340146517,89.5970394736842,80.92560553633218,0.5202741042710154,0.012377098398773293,0.07035267187237774,0.4007066331411663,False
76,0.7292934279692801,0.031831577518268636,0.6833591586665103,91.07730263157895,80.62283737024221,0.5381656362515957,0.012074471549376062,0.07343990142514778,0.4032729362186633,False
77,0.7276116703685961,0.032951438799500465,0.6804326741318953,89.5970394736842,80.75259515570934,0.5315617071194992,0.012397966837804569,0.07663111247015186,0.40142855048179626,False
78,0.7236842795422203,0.029443979655441484,0.6803338778646368,90.91282894736842,81.0553633217993,0.5289827955580302,0.012025117972179464,0.07992705255352033,0.3946930562195025,False
79,0.7258733761937994,0.030120183909802062,0.6818423459404394,90.17269736842105,80.70934256055364,0.5256760923102117,0.012297441594694791,0.08332822275893799,0.3881058606662248,False
80,0.7263918424907484,0.02714705614275054,0.6853538186926591,92.35197368421052,80.36332179930795,0.5259428952476727,0.011889581862641009,0.08683485919822193,0.39730860528193024,False
81,0.7258104180034838,0.02833977537719827,0.6839612785138582,91.52960526315789,80.32006920415225,0.5286840641945257,0.012026891406429442,0.09044691498815033,0.3747959011479428,False
82,0.7269618824908608,0.027215625502561267,0.6862111248468098,92.02302631578948,79.88754325259515,0.5221417272173355,0.011928080434077665,0.09416404294117078,0.378553737935267,False
83,0.7249701587777388,0.028073408591904138,0.683102620275397,90.95394736842105,79.88754325259515,0.5239396448470878,0.012077259635062594,0.09798557921065608,0.38777484862427963,False
84,0.7253039228288751,0.025621602948951095,0.6860159039497375,92.47532894736842,80.32006920415225,0.5251070847502936,0.011733536314415304,0.10191052814156375,0.38998309875789444,False
85,0.726383344123238,0.025891996724040883,0.6869337527375472,91.6529605263158,79.28200692041523,0.5235137582554766,0.011735019127005026,0.10593754858411292,0.3845051087831196,False
86,0.7217601788671393,0.024417047928038397,0.6839446205841867,92.1875,80.1470588235294,0.5333619149770326,0.01168841628455802,0.1100649419308532,0.37771496019865336,False
87,0.7250433313219171,0.022966616639965458,0.6889061457232425,93.25657894736842,80.5363321799308,0.5287594675684705,0.011391592506123217,0.1142906421357431,0.3737378755682393,False
88,0.7285851867575395,0.024135591266186612,0.6910829261729592,92.55756578947368,79.28200692041523,0.5393236302247847,0.011480194026310193,0.11861220796711831,0.38132857648949875,False
89,0.7260148493867171,0.02317124232649803,0.6893986024354634,92.35197368421052,79.93079584775087,0.5311590773339129,0.011579660551720545,0.12302681773433877,0.3827584668209678,False
90,0.7236670004694086,0.024107738643100386,0.6866590412039506,92.88651315789474,79.93079584775087,0.527458214925964,0.011282802363367457,0.1275312667101956,0.3629409404177415,False
91,0.7242038030373422,0.023038744730384725,0.6883709995370162,93.13322368421052,79.97404844290658,0.522696799053968,0.01137483786595495,0.1321219674477083,0.3553321361541748,False
92,0.7203439913297954,0.02188572660088539,0.6857906266262657,93.29769736842105,79.75778546712803,0.5266776356381885,0.011255280065693353,0.136794953160772,0.35200011338058274,False
93,0.7230169114313627,0.01926948532069984,0.6907058326821578,93.87335526315789,79.71453287197232,0.5293289329737437,0.01117759879286352,0.14154588430342616,0.3726397533165781,False
94,0.724541535502986,0.018966088855737133,0.6927586417449149,93.91447368421052,79.45501730103807,0.5335141147708435,0.010856284759938717,0.14637005844268589,0.3694328414766412,False
95,0.7205605130446585,0.01817848665737792,0.6896101738277235,94.16118421052632,78.97923875432527,0.5285004997259568,0.01095112976863196,0.1512624234754767,0.36481479280873347,False
96,0.7213187688275388,0.01764593694947268,0.6913638271783528,94.2845394736842,80.1038062283737,0.5256464345965922,0.010827354743684592,0.15621759419199055,0.3447665979987697,False
97,0.7216816983724895,0.01844611793364349,0.6908661252573917,94.32565789473684,79.41176470588235,0.530631540568285,0.010920608269148752,0.16122987213666318,0.3454571915300269,False
98,0.7239141025041279,0.018831170458150536,0.6925349674726787,94.49013157894737,79.1955017301038,0.537579882780995,0.010844222956189984,0.16629326866504227,0.35629335359523173,False
99,0.7234466671943665,0.01655304476030563,0.6939849978999088,94.69572368421052,78.41695501730104,0.5441553199940653,0.010976120829582214,0.17140153104127429,0.37102793706090825,False
100,0.7243018056216993,0.016502718637256247,0.695083338963358,94.53125,78.2439446366782,0.5338862617940517,0.010817868291939559,0.17654817136809023,0.3653408037988763,False
