epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,target_f1,ot_loss,entropy_loss,lambda_grl,ot_match_loss,align_loss,ot_topk_loss,epoch_warmup
53,0.7013078296885771,0.0008276532432372572,0.6916245572707233,99.72426470588235,84.42822384428224,0.6370840277793185,0.051755060825277775,0.04639219810419223,0.015482328024305936,5.45762821489274e-05,0.01585555969573119,0.05779012314536992,False
54,0.6994748606401331,0.000476751024774892,0.6916705755626454,99.90808823529412,84.62287104622871,0.636002542782012,0.04205378013498643,0.052511594422599846,0.016335550735270706,3.9693191651809576e-05,0.012554592891212772,0.04042602637234856,False
55,0.7016448764240041,0.0021215587602294844,0.6916342798401328,99.77022058823529,84.42822384428224,0.6322633328084764,0.04667129685335299,0.04889563350554775,0.01723368667086477,4.2934600488104695e-05,0.013822234509622349,0.04265885942560785,False
56,0.7032414674758911,0.002684975673272514,0.6915647107012132,99.12683823529412,84.18491484184915,0.632075173462279,0.053584238185602075,0.05860839543097159,0.01817886279585351,5.40567503134405e-05,0.015639220802661252,0.04432265383794027,False
57,0.7006224043229047,0.0014423749407262007,0.6913591132444494,99.6783088235294,84.76885644768856,0.6379363425629835,0.04725105918067343,0.04943489327150233,0.01917328017853875,4.398985947773326e-05,0.013664421570651671,0.0365932346047724,False
58,0.7000292679842781,0.00103055768961306,0.691480906570659,99.5404411764706,84.37956204379562,0.6381036574677602,0.04189164520186536,0.06070248541586539,0.020219213482183557,4.041489024958162e-05,0.012607517268727808,0.04228797040003188,False
59,0.7021210614372703,0.0027873350533328075,0.691426627776202,99.49448529411765,84.28223844282239,0.6362639943811031,0.04376793236416929,0.05579325052745202,0.021319010011854374,4.20865340214839e-05,0.013582452364704189,0.05238851981566233,False
60,0.7005413525244769,0.0009819547738195123,0.6916237052749185,99.90808823529412,84.5742092457421,0.6311971544961305,0.045295960982056224,0.05562777302282698,0.022475088264595586,4.441901396870997e-05,0.013646269052782479,0.046001384582589656,False
61,0.699318973457112,0.0008184803469596184,0.6910416098201976,99.81617647058823,84.47688564476886,0.631981415768438,0.04428387926343609,0.04983434848049108,0.023689935927870477,4.491882014810792e-05,0.01292438487357953,0.03661911266253275,False
62,0.700772274942959,0.0017080535912742455,0.691753485623528,99.72426470588235,84.28223844282239,0.638713521015872,0.042244351852466076,0.05831313560552457,0.024966107268424388,3.577136447026586e-05,0.012288987362647759,0.03420027334462194,False
63,0.7001989203340867,0.0016265555953877458,0.6916169348885032,99.58639705882354,83.69829683698296,0.6296839492519871,0.041809346745995915,0.05213855820543626,0.02630621985123758,3.7980731683680514e-05,0.011825348853188403,0.02708043541540118,False
64,0.6985157552887412,0.0004002568314129295,0.6913384514696458,99.95404411764706,84.62287104622871,0.6391725653562433,0.03927904904326972,0.05175725984222749,0.027712950526135007,3.616128624879125e-05,0.011483791886883624,0.03291897848248482,False
65,0.6979101265178007,0.0006299546414940029,0.6917152825523826,99.6783088235294,84.330900243309,0.6340468709527394,0.032758756814634096,0.04385540831614943,0.029189030618017538,2.8145011610296718e-05,0.009375554892946692,0.023435863830587444,False
66,0.6979312791543848,0.00019292954113873695,0.6916022160473991,99.90808823529412,83.94160583941606,0.6312468817739689,0.035644103718154574,0.05064878557973048,0.030737240255700845,3.09130987529095e-05,0.01024629348231589,0.026396216002895552,False
67,0.6984821908614215,0.00031337918549337806,0.6917792243116042,100.0,84.18491484184915,0.6354346139314625,0.03816420310998664,0.03670850527637145,0.03236040177412707,3.253077696118613e-05,0.011310838929870549,0.03507046286454972,False
68,0.698408000609454,0.0007972392259569675,0.6916075278730953,99.86213235294117,84.28223844282239,0.6353968434526607,0.03427634990828879,0.03976467383258483,0.034061372125404936,2.7910327844438143e-05,0.010415875352919102,0.036656652577221394,False
69,0.6990838015780729,0.0017760573169011075,0.6916301811442656,99.58639705882354,84.0389294403893,0.6306607778207115,0.0325416573049391,0.04540665338144583,0.03584303423589069,2.7684544500730492e-05,0.009538843077333534,0.027791728813420322,False
70,0.6980001120006337,0.0004967276720836869,0.6915405497831457,99.90808823529412,84.28223844282239,0.6316298534857164,0.03618391636101639,0.045408507589908206,0.0377082872495201,3.119365165355917e-05,0.010109339813318323,0.02095527815468171,False
71,0.6973659115679124,0.00022672379161710576,0.6914263963699341,99.86213235294117,84.330900243309,0.6333604206269166,0.032603111227645594,0.03302880946327658,0.03966003560201295,3.010631820977912e-05,0.010104430182015194,0.0387719787985963,False
72,0.6974978937822229,0.00023811281768276412,0.6916211142259485,99.95404411764706,84.37956204379562,0.6337494067148933,0.033529298599152005,0.03225492324460955,0.04170117687657837,2.7547629489323727e-05,0.009987160618252614,0.03182124488932245,False
73,0.6965827415971195,0.0002228775185144246,0.6916789552744698,100.0,84.37956204379562,0.6337494067148933,0.02633617621134309,0.032124073628117054,0.0438345883995285,2.0873030306949443e-05,0.008076851146624368,0.029647411230732414,False
74,0.6969907459090737,0.0006544725969540784,0.6915334322873283,99.95404411764706,84.42822384428224,0.6328550564188605,0.027130639509243125,0.03448129280963365,0.04606311254393166,2.2544029514606602e-05,0.008226419086841977,0.02864974709775518,False
75,0.6973079092362348,0.00021143793042831342,0.6914007067680359,99.95404411764706,84.23357664233576,0.6328505429248267,0.03358265571296215,0.030967981171082046,0.048389540721263086,3.227296394256615e-05,0.010152827866156311,0.034820546889129805,False
76,0.7011348535032833,0.0036051764955653412,0.691798259230221,99.86213235294117,84.330900243309,0.6333604206269166,0.03205469568424365,0.029575713745811406,0.050816596055077316,3.2254531641442824e-05,0.01027979323750033,0.044999837053611,False
77,0.7003807180068072,0.0022181018340394505,0.6917974913821501,99.21875,82.87104622871047,0.6364441237400141,0.036127639386583775,0.06367063818170744,0.05334691474713926,3.088827634201152e-05,0.010183404336738236,0.02272100615150788,False
78,0.7006327264449176,0.003382163868723985,0.6915808144737693,99.5404411764706,84.28223844282239,0.639237147121383,0.032063439707545674,0.04696325924904907,0.055983026165278386,2.9866552508525166e-05,0.009460949640282813,0.028603126787964034,False
79,0.6981352392364951,0.0012387156209168846,0.6913566168616799,99.58639705882354,84.62287104622871,0.6331555816129978,0.029543577309917,0.04082344636759337,0.05872733170348639,2.93281040927361e-05,0.009446902967551175,0.04092689121470732,False
80,0.7036068965406979,0.006311025279180338,0.6915384531021118,99.44852941176471,84.23357664233576,0.6357378739047548,0.031380479936214054,0.04823023760143448,0.061582082488420634,3.057750890387551e-05,0.009585619712358011,0.0345042179174283,False
81,0.6966829440172981,0.0003787634133700254,0.6915318720480975,100.0,84.37956204379562,0.6361876583171112,0.025276815847438926,0.0379432022352429,0.06454935603237964,2.1322955837925238e-05,0.008026885690496248,0.03394040355787558,False
82,0.698110415655024,0.0017173472425544307,0.691726754693424,99.90808823529412,84.42822384428224,0.6344978192012164,0.025783190284581745,0.034916262635413337,0.06763103196078249,1.9716839072797858e-05,0.00793597537695485,0.029606384279973367,False
83,0.6985257408198189,0.00125739994666005,0.691722151111154,99.6783088235294,84.18491484184915,0.633602159429974,0.030041824368869558,0.04321810723665882,0.07082876697190592,2.711124933043988e-05,0.00936363500488155,0.03679246680044076,False
