epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,align_loss,entropy_loss,epoch_warmup
1,0.13330371976818567,0.13330371976818567,0.0,68.84422110552764,0.0,,,True
2,0.06941152223742303,0.06941152223742303,0.0,82.52802473908001,0.0,,,True
3,0.04366979350186424,0.04366979350186424,0.0,89.64051024352531,0.0,,,True
4,0.02381553930333919,0.02381553930333919,0.0,92.73289524545805,0.0,,,True
5,0.018376723775513654,0.018376723775513654,0.0,95.01352918438346,0.0,,,True
6,0.011282888127571363,0.011282888127571363,0.0,96.79165056049479,0.0,,,True
7,0.0044081895105558,0.0044081895105558,0.0,98.72439118670275,0.0,,,True
8,0.005088066635689307,0.005088066635689307,0.0,98.45380749903363,0.0,,,True
9,0.19338477070514973,0.10758794010258638,0.046114913374185565,76.0576923076923,79.4647201946472,0.13106730482899226,0.43672257501345413,False
10,0.09653031562383359,0.05798496724321292,0.011582819200479067,85.14423076923077,76.98296836982968,0.05277217059181287,0.4631779099886234,False
11,0.06863480359315872,0.037430312104809745,0.0111369428726343,89.13461538461539,79.4647201946472,0.042460036335083155,0.3595118563908797,False
12,0.04894245734008459,0.022300679093370072,0.008674160792277409,93.125,81.45985401459853,0.036952538415789604,0.2998484377677624,False
13,0.037591348703090964,0.015403908197409832,0.005893044094913281,94.61538461538461,81.94647201946472,0.030933539827282613,0.26237049515430744,False
14,0.03643304900481151,0.015098990847428257,0.00781968400741999,96.0576923076923,84.330900243309,0.030068410703769095,0.2172465926179519,False
15,0.030564955278084827,0.012366852480380868,0.004838204799363246,95.8173076923077,83.5036496350365,0.02551333334010381,0.21159424506700955,False
16,0.02313958568355212,0.0067112721567704845,0.004580033197999001,97.9326923076923,84.52554744525547,0.023453006191322436,0.1778401175370583,False
17,0.01943077864841773,0.004064194632743378,0.004120941546100837,98.65384615384616,84.5742092457421,0.02219306853814767,0.16199071785578362,False
18,0.026105802348599983,0.010988323684768358,0.005214810371398926,98.65384615384616,84.42822384428224,0.021636391860934405,0.1497790075838566,False
19,0.019083057888425313,0.005535448511587814,0.003517162828491284,98.36538461538461,84.47688564476886,0.01911898348480463,0.15544134722306177,False
20,0.013398963327591235,0.0018080608771504979,0.0025986511546831864,99.66346153846153,84.72019464720195,0.016910132923378396,0.12430866291889778,False
21,0.012705013428169947,0.0013286968124493097,0.003052837745501445,99.66346153846153,85.15815085158151,0.016537791332946375,0.11721057433348436,False
22,0.01192527636169241,0.001451379126788547,0.0025986151626476873,99.71153846153847,85.06082725060827,0.015197557167938122,0.11127324276245558,False
23,0.010255141319850317,0.001293789181923225,0.0018817734904587268,99.71153846153847,84.76885644768856,0.012901425934754886,0.10200979262590408,False
24,0.010985206712323886,0.0019703284326309444,0.002479990435620913,99.42307692307692,85.25547445255475,0.013127095166307228,0.09156665526903593,False
25,0.009795632292158329,0.0008487234198792765,0.0022325599207901037,99.75961538461539,85.45012165450122,0.013349834478531893,0.08569258755216232,False
26,0.011208910996524187,0.002779901944701963,0.0024355833633587913,99.1826923076923,85.69343065693431,0.012551440262737183,0.0772196614684967,False
27,0.013930108355214963,0.004744714516485916,0.002988567891029211,98.36538461538461,85.1094890510949,0.013435281712848407,0.08603055305205859,False
28,0.013556360374563016,0.004717846801549268,0.002374788230428329,98.70192307692308,84.81751824817518,0.013123185302202519,0.08416119438524429,False
29,0.023925949862370125,0.013881032020211792,0.0035198589930167563,96.73076923076923,84.42822384428224,0.013863011291966989,0.11167237409032309,False
30,0.033150179899082734,0.021954038864574754,0.0030755931224960547,95.28846153846153,83.01703163017032,0.014674560267191666,0.15449814481230884,False
31,0.019007911454313076,0.009760161193732459,0.0023180303665307853,97.54807692307692,85.1094890510949,0.012776294766137232,0.11400477078098517,False
32,0.015456342381926683,0.006923851571963706,0.0020463830146652,98.70192307692308,85.64476885644768,0.01203305279979339,0.1002184398114108,False
33,0.012360245813257419,0.004578270042838994,0.0017832948324772028,98.5576923076923,84.8661800486618,0.011020729017372315,0.09128938231330652,False
