epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,align_loss,entropy_loss,epoch_warmup
33,0.007242750226018521,0.00048475627823231314,1.6655371739314152e-05,99.95192307692308,85.54744525547446,0.010614291263314394,0.07245914294169499,False
34,0.006858015719514627,0.0004484336895005142,1.869018261249249e-05,100.0,85.69343065693431,0.0103054860033668,0.06274850302590773,False
35,0.00673612211472713,0.0005105892067569165,1.5309223761925332e-05,99.95192307692308,85.25547445255475,0.010065686161844776,0.05955794594035699,False
36,0.00715834333633001,0.0010935072070424213,1.769707753108098e-05,99.71153846153847,85.54744525547446,0.009720939319007672,0.060129840012926324,False
37,0.006317069911612914,0.0003305171986050062,1.662327693058894e-05,99.95192307692308,85.25547445255475,0.00983533119209684,0.053361240301567775,False
38,0.005741944314482121,0.0004531177875693314,1.4568292177640475e-05,99.95192307692308,85.20681265206812,0.008562026724505883,0.0503178180123751,False
39,0.005669489169779878,0.00045344524579167436,1.2019964364858775e-05,99.8076923076923,84.91484184914842,0.008563041106726114,0.0466660693860971,False
40,0.005510207699038662,0.0004963082067451278,1.4715928297776443e-05,99.85576923076923,85.79075425790754,0.008313034087992631,0.042795542871149686,False
41,0.005434091922898705,0.00038564709176660894,1.6373854417067307e-05,99.90384615384616,85.45012165450122,0.00848290415194172,0.04026776915774322,False
42,0.0048092441919904486,0.0002353242180106463,1.1082795950082631e-05,100.0,85.49878345498783,0.007657847861544444,0.03719439010780591,False
43,0.004881431097881152,0.00045266106862982267,9.307494530310998e-06,99.95192307692308,85.49878345498783,0.007425859738857701,0.03574547087057279,False
44,0.006137951696291566,0.001142247391096764,1.584016359769381e-05,99.5673076923077,84.91484184914842,0.008469267862920578,0.03797431858972861,False
45,0.00490820134918277,0.00024670245461143515,1.42821898827186e-05,100.0,85.15815085158151,0.008048828028572293,0.03178283297994102,False
46,0.004580719013196918,0.00026136208917495633,1.0927823873666616e-05,100.0,85.25547445255475,0.007327804560414874,0.032718093650272256,False
47,0.004642237608249371,0.00025441218185733304,1.2873686276949369e-05,99.95192307692308,85.20681265206812,0.007579515892295883,0.029839006080650366,False
48,0.004251679713622882,0.000203195134194035,1.0574780977689303e-05,99.95192307692308,85.30413625304136,0.0070788850183956895,0.02539923033462121,False
49,0.004517901126438608,0.0003292874773251242,1.1913592998798077e-05,99.95192307692308,85.20681265206812,0.0074459973973437,0.02322117964952038,False
50,0.006032270314888313,0.0014887000502662535,1.4008008516751803e-05,99.42307692307692,85.06082725060827,0.007896155258640647,0.029704590535794315,False
51,0.022533981272807486,0.01685034904904359,3.071931692270132e-05,96.10576923076923,85.25547445255475,0.009296598894378314,0.05161303969529959,False
52,0.036696261862436165,0.02991534690103995,2.390879851121169e-05,94.66346153846153,85.4014598540146,0.009765755750525457,0.0947823364001054,False
53,0.02858339510858059,0.020866092038788617,2.64131105863131e-05,94.51923076923077,85.74209245742092,0.011270298386135927,0.10397561123737922,False
54,0.013427907500702602,0.0064405886819048856,1.5634756821852465e-05,98.07692307692308,87.54257907542579,0.01041266738365476,0.08897109005886775,False
55,0.009273222704919485,0.00257867541320313,2.2139916053185095e-05,99.23076923076923,85.88807785888078,0.010593058047099755,0.06979021378434622,False
56,0.005625362869781944,0.000566614767320481,1.3130444746751052e-05,100.0,85.88807785888078,0.008033621590584517,0.05203121417703537,False
