epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,eta_1,eta_2,sigma,epoch_warmup
1,49.13708142536442,1.041018621223729,0.0,65.48125241592578,0.0,,,10.0,True
2,41.43666002227039,0.9067626697261159,0.0,77.65751836103595,0.0,,,9.5,True
3,36.53032321464725,0.8232674467854384,0.0,76.45921917278702,0.0,,,9.025,True
4,33.906741770302375,0.7843063648154096,0.0,74.87437185929649,0.0,,,8.573749999999999,True
5,31.261127192799638,0.7423900293140877,0.0,76.30459992269037,0.0,,,8.145062499999998,True
6,32.49222639835242,0.7682449203549009,1.2390958775173535,76.65719696969697,75.86374695863746,0.10661446303129196,0.9416288733482361,7.737809374999998,False
7,30.972935878869258,0.7545213202635447,0.6171921473560911,73.95833333333333,73.18734793187348,0.10751674324274063,0.939539909362793,7.350918906249998,False
8,30.250534520004734,0.7515169129227147,0.5287983963886896,75.99431818181819,74.5985401459854,0.10843542218208313,0.935354471206665,6.983372960937498,False
9,27.361116524898645,0.6966199766505848,0.4490410929376429,74.76325757575758,71.338199513382,0.10929980129003525,0.9300455451011658,6.634204312890622,False
10,26.625626997514203,0.6910286112265154,0.3642773555986809,77.5094696969697,70.65693430656934,0.11017650365829468,0.9245932102203369,6.3024940972460906,False
11,25.849329803929184,0.6841185526414351,0.28498408378976764,75.80492424242425,70.17031630170317,0.11103738099336624,0.9172036051750183,5.987369392383787,False
12,25.204026742414996,0.6794370141896334,0.23841297536185294,76.70454545454545,65.98540145985402,0.11191677302122116,0.9098069667816162,5.688000922764597,False
13,25.022462844848633,0.6843812411481683,0.315843712199818,74.85795454545455,66.22871046228711,0.11279691010713577,0.9026466012001038,5.403600876626367,False
14,23.546596758293383,0.6574515104293823,0.2992057353258133,76.8465909090909,65.30413625304136,0.11366540193557739,0.8956471681594849,5.133420832795048,False
15,22.969608480280097,0.6522696036281008,0.3141955922950398,78.07765151515152,67.20194647201946,0.11450681835412979,0.888623833656311,4.876749791155295,False
16,22.92715309605454,0.657735085848606,0.5003137444004868,76.94128787878788,66.47201946472019,0.115397147834301,0.8816213011741638,4.63291230159753,False
17,21.890402273698285,0.6442158402818622,0.25177503354621655,76.04166666666667,59.56204379562044,0.11626267433166504,0.8781247138977051,4.401266686517654,False
18,21.080978191260137,0.6314899578238978,0.26304435549360333,76.2784090909091,59.318734793187346,0.11713434755802155,0.8717198967933655,4.181203352191771,False
19,20.951886841745086,0.6377160215016567,0.24039568639162814,76.46780303030303,57.76155717761557,0.11799313127994537,0.8654876351356506,3.972143184582182,False
20,19.200488841894902,0.5977680881818136,0.24204393408515237,78.03030303030303,54.5985401459854,0.11884945631027222,0.8590279221534729,3.7735360253530725,False
21,18.87232953851873,0.5957270084005414,0.3017557900060307,78.07765151515152,61.26520681265207,0.11967071890830994,0.8531423807144165,3.584859224085419,False
22,18.471570881930266,0.5922316159262802,0.30934171694697754,79.02462121212122,56.058394160583944,0.12050800770521164,0.8473986387252808,3.405616262881148,False
23,17.91323760061553,0.5845195921984586,0.2882482237888105,78.7405303030303,63.503649635036496,0.12133216112852097,0.8417437076568604,3.2353354497370903,False
24,17.082765232432973,0.567280138983871,0.31302583037000714,79.21401515151516,57.031630170316305,0.12215282022953033,0.8359291553497314,3.0735686772502357,False
25,18.243385806228176,0.6100591890739672,0.30426818222710583,76.98863636363636,55.1338199513382,0.12301412224769592,0.8303936123847961,2.919890243387724,False
26,16.052974672028512,0.5504248386079614,0.3639049195882046,79.26136363636364,56.10705596107056,0.12383107841014862,0.8251851201057434,2.773895731218338,False
27,15.978129675894072,0.5558417493646796,0.33767104148864746,80.44507575757575,56.78832116788321,0.12464814633131027,0.8204455971717834,2.6352009446574205,False
28,15.241154006033232,0.5406876007715861,0.304977968786702,78.92992424242425,54.40389294403893,0.12547077238559723,0.8149473071098328,2.5034408974245492,False
29,14.588656541072961,0.5254159623926337,0.369862694180373,80.68181818181819,52.846715328467155,0.1262388825416565,0.8102453947067261,2.3782688525533215,False
30,13.793912425185695,0.5069355991753665,0.34478249378276593,82.00757575757575,60.583941605839414,0.1270071566104889,0.8055112957954407,2.2593554099256554,False
31,13.765312686110988,0.5124691074544733,0.32956474071199243,82.00757575757575,57.17761557177616,0.12779057025909424,0.8004064559936523,2.146387639429373,False
32,12.870875416379986,0.48937284043340973,0.3230573038260142,81.91287878787878,61.167883211678834,0.12856289744377136,0.7949925065040588,2.0390682574579038,False
33,12.860148820010098,0.4929919062238751,0.39178651480963733,82.8125,63.16301703163017,0.12930960953235626,0.7905662655830383,1.9371148445850086,False
34,12.068868752681848,0.47241687142487726,0.37700409193833667,83.04924242424242,64.81751824817518,0.13006123900413513,0.7863062024116516,1.8402591023557582,False
35,11.718573772546018,0.46614352229869727,0.36516737486376905,84.42234848484848,66.37469586374696,0.13080163300037384,0.7823655009269714,1.7482461472379702,False
36,11.019346511725223,0.44638173869161896,0.3951343979799386,83.94886363636364,68.46715328467154,0.13151465356349945,0.7780753970146179,1.6608338398760716,False
