epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,eta_1,eta_2,epoch_warmup
1,0.21162107373986924,0.21162107373986924,0.0,53.45960572091225,0.0,,,True
2,0.15084721006098248,0.15084721006098248,0.0,61.30653266331658,0.0,,,True
3,0.13511385804130918,0.13511385804130918,0.0,60.68805566293003,0.0,,,True
4,0.13749387966735022,0.13749387966735022,0.0,62.04097410127561,0.0,,,True
5,0.13439896738245374,0.13439896738245374,0.0,64.24429841515268,0.0,,,True
6,0.1305689322096961,0.1305689322096961,0.0,70.1971395438732,0.0,,,True
7,0.12421410122797602,0.12421410122797602,0.0,68.99884035562428,0.0,,,True
8,0.12389421569449562,0.12389421569449562,0.0,65.86780054116737,0.0,,,True
9,0.1159424168013391,0.1159424168013391,0.0,73.28952454580595,0.0,,,True
10,0.11488259796585355,0.11488259796585355,0.0,66.56358716660225,0.0,,,True
11,0.12101588540133976,0.12101588540133976,0.0,68.26439891766525,0.0,,,True
12,0.11384272078673045,0.11384272078673045,0.0,65.7518361035949,0.0,,,True
13,0.11619644576594942,0.11619644576594942,0.0,70.31310398144569,0.0,,,True
14,0.11666318029165268,0.11666318029165268,0.0,66.988790104368,0.0,,,True
15,0.11311980159509749,0.11311980159509749,0.0,65.98376497873986,0.0,,,True
16,0.10697994505365689,0.10697994505365689,0.0,74.91302667182065,0.0,,,True
17,0.10889160455692382,0.10889160455692382,0.0,70.46772323154232,0.0,,,True
18,0.1079571878626233,0.1079571878626233,0.0,72.90297642056436,0.0,,,True
19,0.11612477011623837,0.11612477011623837,0.0,70.69965210668728,0.0,,,True
20,0.10689209011339006,0.10689209011339006,0.0,70.42906841901817,0.0,,,True
21,0.14897530788884444,0.13137194251312928,0.17603364762137919,70.17463235294117,72.89537712895377,,,False
22,0.13783857226371765,0.1258576792829177,0.11980894032646627,63.64889705882353,58.1021897810219,,,False
23,0.12821021062486312,0.11812846055802177,0.10081750855726354,70.68014705882354,70.17031630170317,,,False
24,0.11673854116131277,0.10920019535457387,0.07538345280815573,73.48345588235294,59.95133819951338,,,False
25,0.1188821924083373,0.11192746898707222,0.06954724648419548,74.08088235294117,63.065693430656935,,,False
26,0.1177797488429967,0.11071068793535233,0.07069060732336606,69.39338235294117,59.56204379562044,,,False
27,0.10586015748627045,0.1005365673233481,0.053235906011918015,71.92095588235294,53.722627737226276,,,False
28,0.10916632632998859,0.10450248069622937,0.04663844318950877,72.15073529411765,57.372262773722625,,,False
29,0.10425827564562068,0.09886397684321684,0.05394298890057732,73.06985294117646,61.21654501216545,,,False
30,0.09968209880239823,0.09514709562063217,0.04535002918804393,73.71323529411765,57.5669099756691,,,False
31,0.10017623226432239,0.0963310362661586,0.03845195559894338,71.50735294117646,52.7007299270073,,,False
32,0.09293743266778834,0.08859746464911629,0.043399674050948196,73.7591911764706,49.87834549878345,,,False
33,0.09814732236897244,0.09453105181455612,0.03616270948858822,74.72426470588235,54.45255474452555,,,False
34,0.10317004647325068,0.09976600680281134,0.03404039144515991,70.54227941176471,57.27493917274939,,,False
35,0.0940016573842834,0.09040646408410634,0.035951926427728986,69.9908088235294,56.78832116788321,,,False
36,0.09949705092345967,0.09602451850386227,0.034725325949051804,73.29963235294117,54.647201946472016,,,False
37,0.08931984095012441,0.08599903960438336,0.03320800206240486,72.15073529411765,52.311435523114355,,,False
38,0.09620963825899012,0.09367337866741068,0.02536260029848884,72.61029411764706,49.24574209245742,,,False
39,0.09512962291345876,0.09132532578180819,0.03804296255111694,73.4375,55.47445255474452,,,False
40,0.09586403584655594,0.09135453446823008,0.04509500545613906,73.02389705882354,58.29683698296837,,,False
41,0.09819713979959488,0.09448850943761714,0.037086308002471924,73.4375,51.19221411192214,,,False
42,0.0869430719929583,0.08449339581763043,0.024496758685392493,76.93014705882354,52.21411192214112,,,False
43,0.09189572097624049,0.08925414392176796,0.02641576177933637,74.12683823529412,52.60340632603406,,,False
44,0.08483834477031932,0.08178493643508238,0.03053408510544721,75.36764705882354,48.710462287104626,,,False
45,0.08769695767584969,0.08435150542679955,0.03345451986088472,73.16176470588235,53.13868613138686,,,False
